,Bassin_emploi,Compagny,Contrat,Date,Date_scrap,Location,Poste,Resume,Salary,_id
2612,Ile-de-France,Axofi Communication,CDI,10/02/2019,"12/03/2019, 09:09:37",occitanie,Dev,,,5c87694162669d0f84099d76
2613,Ile-de-France,Metropolitan influence,CDI,,"12/03/2019, 09:09:38",e,Dev,"CDIAfin de renforcer son pôle digital, Metropolitan Influence recherche son UI/UX Web Designer / Intégrateur front-end CSS.Le poste est à pouvoir au sein de l'agence située à Paris (pas de télétravail ni de délocalisation).En relation permanente avec le développeur back-end, vous serez force de proposition sur le prototypage des sites et le design fonctionnel (UI/UX), l'ergonomie et la conception du thème graphique (CSS).Vous serez également en contact avec le client lors des réunions ainsi qu'au long de la conception afin d'ajuster au mieux le design du site aux objectifs du projet.Vous serez amené(e) à participer à la création de sites, sur des correctifs et/ou la refonte graphique de sites existants.Les compétences recherchées sont à la fois créatives et techniques : - esprit créatif- analyse des besoins et des attentes du projet- création de maquettes à partir d'un brief client ou d'une réunion préparatoire- utilisation de Adobe XD et Photoshop- conception d'habillages graphiques à partir d'un thème de base (sous-thème Bootstrap, AdaptiveTheme...)- bonne connaissance en preprocesseurs CSS (SCSS),- expérience solide en HTML/CSS3 web & mobiles, rigueur dans la rédaction du code- animations CSS- veille technologique et créative (UI, CSS)Une expérience sur Drupal (ou autre CMS) sera appréciée.Nos réalisations vous donneront un aperçu du travail attendu.Type de contrat : CDI à Paris CentreEnvironnement de travail : poste de travail Mac, suite Adobe CC, Drupal 7 et 8Date de prise de poste : dès que possibleType d'emploi : Temps plein, CDIExpérience:ui/ux web designer / intégrateur front-end css ou similaire: 3 ans (Requis)",,5c87694262669d0f84099d77
2614,toulouse,ACTION SSI.COM,CDI,10/02/2019,"12/03/2019, 09:09:38",toulouse,Dev,,37500.0,5c87694262669d0f84099d78
2615,nantes,Alten Groupe,CDI,09/03/2019,"12/03/2019, 09:09:38",nantes,Data Engineer,"CDIIngénieur en Business Intelligence (H/F)

07.03.2019

Ouest

CDI Multimédia

__________________________________________________

Leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), ALTEN accompagne la stratégie de développement de ses clients dans les domaines de l'innovation, de la R&D et des systèmes d'information.

Créé il y a 30 ans et présent dans plus de 25 pays, le Groupe a réalisé un chiffre d'affaires de plus de 2 milliards d'euros en 2018 et compte actuellement 34 000 collaborateurs, dont 90% sont des ingénieurs. Labellisé top employeur 2019, ALTEN intervient auprès des grands acteurs des secteurs Aéronautique & Spatial, Défense & Naval, Sécurité, Automobile, Ferroviaire, Energie, Sciences de la vie, Finance, Retail, Télécommunications et Services.

Description du poste

Dans le cadre de notre croissance, nous recrutons en CDI un Ingénieur en Business Intelligence (H/F) à Nantes. Au sein de l'équipe B.I. et en collaboration avec l'équipe système, vous participez à la surveillance et à l'audit des traitements décisionnels mutualisés dans le secteur de l'édition logicielle.

Vos activités sont les suivantes :

Mettre en place un outil de supervision
Gérer les alertes sur les différents dysfonctionnements (mise à jour, volumétrie, flux de données…)
Auditer l'enchaînement des traitements des clients
Suivre les évolutions et l'historisation des données

Description du profil

Diplômé à Bac+5 (école d'ingénieur ou université technique), vous bénéficiez d'une première expérience réussie dans la Business Intelligence. Vous possédez des compétences en Unix / Linux, scripts Shell et base de données SQL. La connaissance de l'outil de supervision Nagios et des systèmes décisionnels seraient un plus.

Compétences

Méthode, capacité d'analyse et aptitudes relationnelles sont les qualités attendues pour réussir sur ces fonctions.

__________________________________________________

Activité : Multimédia

Profil : Système d'information

Référence : INFSY/19/41282/SG/MJO/S104

Lien court : https://www.altenrecrute.fr/o-41282

__________________________________________________

Postuler à l'offre",,5c87694262669d0f84099d79
2616,Ile-de-France,Capgemini,CDI,10/02/2019,"12/03/2019, 09:09:39",occitanie,Dev,,,5c87694362669d0f84099d7a
2617,toulouse,STUDIO A,CDI,10/02/2019,"12/03/2019, 09:09:39",toulouse,Dev,,,5c87694362669d0f84099d7b
2618,toulouse,Airbus,CDI,10/02/2019,"12/03/2019, 09:09:40",toulouse,Dev,,,5c87694462669d0f84099d7c
2619,toulouse,Fortil,CDI,10/02/2019,"12/03/2019, 09:09:40",toulouse,Dev,,,5c87694462669d0f84099d7d
2620,toulouse,KALLISTO,CDI,,"12/03/2019, 09:09:41",toulouse,Dev,,,5c87694562669d0f84099d7e
2621,Ile-de-France,Uptoo,Stage,,"12/03/2019, 09:09:41",paris,Dev,"À PROPOS :

Société ultra innovante, nous sommes, en 10 ans seulement, devenu le leader mondial des solutions de Manufacturing Intelligence. Nous avons créé un marché et construit une solution SaaS complète et structurante permettant d'aller vers l'industrie 4.0.
Notre solution logicielle Big data récupère et consolide les données sur les processus industriels afin d'optimiser les performances des sites par des moyens d'analyse uniques propriétaires. Déjà implantés en France, aux US et au Brésil, notre road map est de rapidement couvrir l'ensemble des grands marchés industriels mondiaux.

Nos clients sont les plus grandes références industrielles mondiales et leurs besoins de déploiements nombreux.

Nous avons besoin de renforcer notre équipe Sales afin d'accompagner notre hyper croissance et atteindre ainsi nos objectifs de développement.

Dans ce cadre nous mandatons le cabinet Uptoo afin de nous aider à détecter notre future pépite commerciale sur un poste de Business developer grands comptes.

LES MISSIONS :

Votre mission principale est de prospecter les directions industrielles des entreprises clients ou prospects qualifiés dans toute l'Europe.

Vos objectifs sont de vendre des projets pilotes permettant aux nouveaux clients de nous qualifier et d'aboutir à la signature d'accords de déploiement chez eux

Pour ce faire vous identifiez des besoins clients en portant notre offre avec le discours adapté, pour cela vous rencontrez les personnes clés chez le client. Vous serez également amené à valorisez les résultats des projets pilote auprès des personnes clé et proposez le processus de déploiement et le modèle de prix approprié.
Enfin votre rôle sera également de coordonner les différents interlocuteurs clients et internes afin de définir les conditions de déploiement

Sur le long terme, vous assurez le suivi commercial de vos clients pendant et après leur déploiement.

LE PROFIL RECHERCHÉ :

Nous recherchons un homme/une femme, intéressé par les nouvelles technologies appliquées au monde industriel, et très motivé(e) par le challenge de gagner de nouveaux clients et remporter de nouvelles affaires.

Bac +5 avec minimum 3 ans d'expérience commerciale (Autour de 2 ans d'expérience au contact de clients industriels) les points forts attendus seront : la capacités d'écoute et de driver des clients, la clarté d'expression pour porter notre message et la proactivité pour démultiplier les ventes.

Le but principal de la mission est de multiplier le nombre de clients partout en Europe, en ligne avec notre objectif très ambitieux d'entrer très rapidement en hyper-croissance. Nous sommes prêts technologiquement, le marché s'ouvre, nous souhaitons accélérer pour devenir le numéro 1 mondial.

La maîtrise de l'anglais est impérative. Vous devez être mobile pour ce poste en France comme à l'international.

LES AVANTAGES :

Package de rémunération attractif, fonction de votre expérience.
Poste basé à Paris. Mac, Iphone, Véhicule de fonction. Participation.

Référence: UPTN11198",,5c87694562669d0f84099d7f
2622,toulouse,Thales Group,CDI,10/02/2019,"12/03/2019, 09:09:42",toulouse,Dev,,,5c87694662669d0f84099d80
2623,toulouse,Groupe Open,CDI,06/03/2019,"12/03/2019, 09:09:43",toulouse,Data Engineer,,,5c87694762669d0f84099d81
2624,toulouse,Airbus,CDI,10/02/2019,"12/03/2019, 09:09:43",toulouse,Data Engineer,,,5c87694762669d0f84099d82
2625,toulouse,Thales Group,CDI,10/02/2019,"12/03/2019, 09:09:44",toulouse,Dev,,,5c87694862669d0f84099d83
2626,nantes,OUI.sncf,Stage,,"12/03/2019, 09:09:44",nantes,Dev,"CDIRecruteur OUI.sncf
D’habitude, nous commençons nos annonces en parlant de nous.
En plus de paraître narcissiques, nous sommes persuadés que vous ne lisez pas cette partie. Dans 90% des cas (oui oui nous l’assumons !) c’est du blabla corpo que vous retrouverez aisément partout.
Alors parlons directement de ce que nous vous proposons de faire chez nous !
Missions du poste
Votre rôle:
Vous participez activement à la vie de l’équipe
Vous concevez des solutions pour répondre au besoin des Product Owner
Vous réalisez des User Story, vous assurez le déploiement en continu de votre application, vous faites tout pour avoir une production fiable, monitorée et rapide. Bref, vous aimez la variété de votre métier
Le jour J (mise en production, incidents, etc.), vous êtes disponible pour l’équipe et saurez analyser rapidement des remontées variées.

Les projets pour lesquels nous recherchons actuellement et leurs environnements techniques:
Nos équipes interviennent notamment sur le site Oui.sncf, les outils qui sont utilisés par les bornes libres service en gare, ceux que nos clients sollicitent pour commander sur l'application SNCF, ou encore les logiciels qui permettent aux touristes du monde entier de réserver des billets de train SNCF.
Nous avons aujourd’hui plus de 35 équipes de développement travaillant chacune sur des projets spécifiques... autant dire tout de suite qu’il y a de quoi vous proposer autant de missions et de challenges différents, qu’il n’y a d’attentes et de profils différents !
 Actuellement, nous avons besoin d'un(e) Développeur(se) Scala pour l’équipe COSMO
Equipe qui gère la nouvelle application des contrôleurs. Application Android (Kotlin) avec un Back en Scala qui permet au contrôleurs de réaliser les contrôles à l’embarquement, les contrôles à bord et les régularisations. L'équipe en question est une Feature Team composée de tous les métiers nécessaires à la livraison du produit (développeurs, web designer, testeurs, ops, ...). Environnement technique complet et évolutif: Scala, Akka framework, Kafka, gitlab, Nexus, Jenkins, IntelliJ,...

C’est quoi l’ambiance ?
Nous sommes sympas, dynamiques, on travaille en équipes Agiles, plutôt jeunes (34 ans en moyenne), investis et passionnés (on organise nos propres meetups)… et on aime aussi s’amuser !
Que ce soit autour d’une partie de baby, lors d’afterworks, ou encore grâce à notre démarche de bien être « I feel good » (petits dejs internationaux, méditation pleine conscience, vis-ma-vie, glaces offertes à toute la boite lorsqu’il fait trop chaud, des ptits challenges avec des cadeaux à la clé tout au long de l’année etc.)
Profil recherché
Vous êtes un/une développeur(se) passionné(e).
Vous aimez le code simple et élégant
Vous aimez coder, mais vous souhaitez aussi pouvoir toucher à toutes les étapes, tous les environnements jusqu’à quasiment la mise en prod (build, packaging, test, monitoring, indus etc.)
Vous voulez être autonome et libre de vos choix lorsque vous avez un problème à résoudre
Vous recherchez avant tout une société qui vous fera confiance et qui n’hésitera pas à considérer sérieusement toutes les idées que vous pourriez avoir
Vous aimez partager vos connaissances et le fruit de votre veille
Postuler à cette offre",,5c87694862669d0f84099d84
2627,lyon,PwC,CDI,10/02/2019,"12/03/2019, 09:09:44",lyon,Data Analyst,,,5c87694862669d0f84099d85
2628,toulouse,Airbus,CDI,10/02/2019,"12/03/2019, 09:09:45",toulouse,Data Engineer,,,5c87694962669d0f84099d86
2629,Ile-de-France,HR-TEAM,CDI,10/02/2019,"12/03/2019, 09:09:45",paris,Data Engineer,,17337.5,5c87694a62669d0f84099d87
2630,Ile-de-France,Creative IT,CDI,10/02/2019,"12/03/2019, 09:09:46",e,Dev,,45000.0,5c87694a62669d0f84099d88
2631,Ile-de-France,O'clock,CDI,08/03/2019,"12/03/2019, 09:09:47",paris,Dev,,40000,5c87694b62669d0f84099d89
2632,lyon,Niji,CDI,11/03/2019,"12/03/2019, 09:09:47",lyon,Dev,,,5c87694b62669d0f84099d8a
2633,toulouse,Cooptalis,Stage,,"12/03/2019, 09:09:48",toulouse,Dev,"CDIDans un marché du travail qui se mondialise, où la pénurie de talents est un challenge permanent pour les entreprises, où les individus sont plus mobiles et attirés par une expérience d'expatriation, Cooptalis se positionne comme un intermédiaire privilégié en mobilité internationale.Pour nous, le talent n'a pas de frontière.
Vous êtes ingénieur informatique ? Vous rêvez d’une expérience internationale ? Recherchez votre emploi rêvé au-delà des frontières !
Vous bénéficierez d’un accompagnement de proximité dans votre projet de mobilité vers le Québec grâce à une équipe experte et dédiée basée en France et au Canada.

Missions

Pour des Entreprises de Services du Numérique (ESN) basées au Canada, Cooptalis recherche des Concepteurs-Développeurs C# /.Net (H/F).
En tant que Concepteur-Développeur vos missions seront les suivantes :

Recueillir et analyser le besoin,
Rédiger les spécifications fonctionnelles et techniques,
Concevoir et réaliser les développements,
Gérer les différentes phases de tests et recette,
Maintenir les environnements de développement et d'intégration,
Rédiger et gérer des livrables,
Maintenir les applications et suivre les évolutions.

Cette description prend en compte les principales responsabilités ; elle est variable selon les projets et n’est pas limitative

Profil

Votre projet d’expatriation au Canada est réfléchi et/ou avancé.
De formation Bac +2, vous avez une expérience de 3 années minimum au cours de laquelle vous avez acquis la maîtrise de tout ou partie des domaines techniques suivants :

C#, .NET, WinForms, WPF, WCF, TFS
Bases de données : MySQL, Oracle, SQL Server, PostGreSQL
Architecture logicielle : MVVM, MVC, 3 tiers, SOA.
Méthodologie : Agile (SCRUM)

Passionné(e) et force de proposition, vous êtes reconnu(e) pour votre capacité à évoluer au sein d'une équipe et autour de projets communs. Déterminé(e), vous avez une forte capacité d’adaptation et vous êtes capable de vous intégrer très rapidement dans un nouvel environnement.

Langues : Français courant, Anglais professionnel",,5c87694c62669d0f84099d8b
2634,Ile-de-France,AccorHotels,CDI,10/02/2019,"12/03/2019, 09:09:48",hauts,Dev,,,5c87694c62669d0f84099d8c
2635,lyon,Maskott,CDI,10/02/2019,"12/03/2019, 09:09:48",lyon,Dev,,41500.0,5c87694c62669d0f84099d8d
2636,Ile-de-France,Teaminside,CDI,07/03/2019,"12/03/2019, 09:09:49",paris,Dev,,,5c87694d62669d0f84099d8e
2637,Ile-de-France,AMILTONE,CDI,10/02/2019,"12/03/2019, 09:09:49",villeurbanne,Dev,,,5c87694d62669d0f84099d8f
2638,Ile-de-France,LVMH,CDI,07/03/2019,"12/03/2019, 09:09:50",paris,Data Analyst,,,5c87694e62669d0f84099d90
2639,lyon,Caisse d'Epargne Rhône Alpes,CDI,10/02/2019,"12/03/2019, 09:09:50",lyon,Dev,,,5c87694e62669d0f84099d91
2640,Ile-de-France,Fnac,CDI,11/03/2019,"12/03/2019, 09:09:51",Val de Marne 94,Data Scientist,,,5c87694f62669d0f84099d92
2641,lyon,Prestaconcept,CDI,10/02/2019,"12/03/2019, 09:09:51",lyon,Dev,,,5c87694f62669d0f84099d93
2642,Ile-de-France,Mazars,CDI,10/02/2019,"12/03/2019, 09:09:52",Hauts-de-Seine 92,Data Scientist,,,5c87695062669d0f84099d94
2643,lyon,Atos,CDI,10/02/2019,"12/03/2019, 09:09:52",lyon,Dev,,,5c87695062669d0f84099d95
2644,lyon,Viveris,CDI,10/02/2019,"12/03/2019, 09:09:53",lyon,Dev,,,5c87695162669d0f84099d96
2645,Ile-de-France,L'olivier - assurance auto,CDI,10/02/2019,"12/03/2019, 09:09:53",e,Data Analyst,,12000,5c87695162669d0f84099d97
2646,lyon,Adéquat,CDI,11/03/2019,"12/03/2019, 09:09:54",lyon,Dev,,,5c87695262669d0f84099d98
2647,Ile-de-France,BI Consulting,CDI,10/03/2019,"12/03/2019, 09:09:54",paris,Data Scientist,,,5c87695262669d0f84099d99
2648,Ile-de-France,TINYCLUES,CDI,10/02/2019,"12/03/2019, 09:09:55",paris,Data Scientist,,,5c87695362669d0f84099d9a
2649,bordeaux,STRATEOS / WEBENGINEERING,CDI,10/02/2019,"12/03/2019, 09:09:56",bordeaux,Data Engineer,,38000,5c87695462669d0f84099d9b
2650,bordeaux,CGI,CDI,,"12/03/2019, 09:09:57",bordeaux,Dev,,,5c87695562669d0f84099d9c
2651,bordeaux,Azeo Talents & Technology,CDI,10/02/2019,"12/03/2019, 09:09:57",bordeaux,Dev,,,5c87695562669d0f84099d9d
2652,bordeaux,Expectra.fr,CDI,09/03/2019,"12/03/2019, 09:09:58",bordeaux,Dev,,,5c87695662669d0f84099d9e
2653,nantes,EXTIA,CDI,10/02/2019,"12/03/2019, 09:09:58",nantes,Dev,,,5c87695762669d0f84099d9f
2654,bordeaux,STRATEOS,CDI,10/02/2019,"12/03/2019, 09:09:59",bordeaux,Dev,,40000.0,5c87695762669d0f84099da0
2655,nantes,ABW Conseil,CDI,10/02/2019,"12/03/2019, 09:10:00",nantes,Dev,,,5c87695862669d0f84099da1
2656,Ile-de-France,Créalis Ingénierie,CDI,10/02/2019,"12/03/2019, 09:10:00",pessac,Dev,,,5c87695862669d0f84099da2
2657,Ile-de-France,Devoteam,CDI,10/02/2019,"12/03/2019, 09:10:01",occitanie,Dev,,,5c87695962669d0f84099da3
2658,nantes,Deloitte,CDI,09/03/2019,"12/03/2019, 09:10:01",nantes,Dev,,,5c87695962669d0f84099da4
2659,bordeaux,Tunetoo,CDI,,"12/03/2019, 09:10:02",bordeaux,Dev,,,5c87695a62669d0f84099da5
2660,nantes,PONROY SANTE,CDI,10/02/2019,"12/03/2019, 09:10:03",nantes,Dev,,,5c87695b62669d0f84099da6
2661,Ile-de-France,Carlsberg,CDI,10/02/2019,"12/03/2019, 09:10:03",occitanie,Dev,,,5c87695b62669d0f84099da7
2662,bordeaux,Apave,CDI,10/02/2019,"12/03/2019, 09:10:03",bordeaux,Dev,,,5c87695b62669d0f84099da8
2663,nantes,EXCELLENCE BUSINESS CLUB,CDI,10/02/2019,"12/03/2019, 09:10:04",nantes,Dev,,,5c87695c62669d0f84099da9
2664,Ile-de-France,Kronenbourg,CDI,10/02/2019,"12/03/2019, 09:10:04",occitanie,Dev,,,5c87695c62669d0f84099daa
2665,Ile-de-France,Thélio,CDI,09/03/2019,"12/03/2019, 09:10:05",pessac,Dev,,,5c87695d62669d0f84099dab
2666,nantes,Cat-Amania,CDI,,"12/03/2019, 09:10:06",nantes,Dev,,,5c87695e62669d0f84099dac
2667,Ile-de-France,Carlsberg,CDI,10/02/2019,"12/03/2019, 09:10:06",occitanie,Dev,,,5c87695e62669d0f84099dad
2668,bordeaux,Groupe Compagnie Fiduciaire,CDI,10/02/2019,"12/03/2019, 09:10:06",bordeaux,Dev,,,5c87695e62669d0f84099dae
2669,Ile-de-France,Kronenbourg,CDI,10/02/2019,"12/03/2019, 09:10:07",occitanie,Dev,,,5c87695f62669d0f84099daf
2670,nantes,ASI,CDI,10/02/2019,"12/03/2019, 09:10:07",nantes,Dev,,,5c87695f62669d0f84099db0
2671,nantes,Groupe Piment,CDI,10/02/2019,"12/03/2019, 09:10:08",nantes,Dev,,,5c87696062669d0f84099db1
2672,Ile-de-France,Capgemini,CDI,10/02/2019,"12/03/2019, 09:10:08",occitanie,Dev,,,5c87696062669d0f84099db2
2673,Ile-de-France,Alter Solutions,CDI,,"12/03/2019, 09:10:09",paris,Dev,"40 000 € - 50 000 € par anCDIPoste

Au sein de la DSI d’un de nos clients, grand compte sur le secteur de l’énergie, vous serez intégré dans des équipes projets de 5-6 développeurs (sur une population totale de 50 développeurs) en mode Agile, sur des sprints de 15 jours, travaillant tant sur des featuresmétiers que sur la mise en place du prochain produit Digital.

Vous serez amené à :
Participer aux développements du projet : PHP avec le framework SYMFONY
Rédiger les spécifications techniques,
Réaliser les tests et validation,
Etre le support client,
Analyser et résoudre les incidents de production,
Participer aux chiffrages des évolutions

Profil

Nous recrutons pour notre Business Line Digital des profils à fort potentiel qui seront amenés à monter en compétences sur nos projets clients.

Quel profil pour nos équipes :
Vous êtes issu(e) d’une formation Bac+5 en informatique ou généraliste avec une spécialisation en développement logiciel (Ecole d’ingénieur, Université ou équivalent …)
Vous avez une appétence forte pour le développement de produits innovants
Vous êtes organisé et disposez de capacités d’analyse et de synthèse éprouvées

Quelles compétences/connaissances pour ce poste :
Méthodologies Agile
Souci de la qualité de code
Travail en équipe

Disponibilité : Le poste est à pourvoir ASAP

Lieu de travail : Paris

Fourchette salariale en K€ : 40k€ et 50k€*",45000.0,5c87696162669d0f84099db3
2674,Ile-de-France,LES APSYADES,CDI,10/02/2019,"12/03/2019, 09:10:09",bouguenais,Dev,,27000,5c87696162669d0f84099db4
2675,Ile-de-France,Capgemini,CDI,10/02/2019,"12/03/2019, 09:10:09",occitanie,Dev,,,5c87696162669d0f84099db5
2676,nantes,Niji,CDI,12/03/2019,"12/03/2019, 09:10:10",nantes,Dev,,,5c87696362669d0f84099db6
2677,Ile-de-France,Delta S.I,CDI,10/02/2019,"12/03/2019, 09:10:11",occitanie,Dev,,,5c87696362669d0f84099db7
2678,Ile-de-France,Capgemini,CDI,10/02/2019,"12/03/2019, 09:10:11",occitanie,Dev,,,5c87696362669d0f84099db8
2679,Ile-de-France,Capgemini,CDI,,"12/03/2019, 09:10:12",occitanie,Dev,,,5c87696462669d0f84099db9
2680,Ile-de-France,BeMyApp,CDI,,"12/03/2019, 09:10:12",,Data Engineer,"50 000 € - 70 000 € par anCDIFondée en 2010, BeMyApp développe des stratégies d'innovation centrées sur le hackathon. Nous avons créé une méthodologie utilisée par plus de 200 clients (tels que L'Oréal, Alstom, PSA, Louis Vuitton, Engie, Ajman, Dubai Taxi Corporation, la Fédération saoudienne pour la cybersécurité, Rise Up, Vodafone, AB InBev, Reckitt Benckiser, McDonald's, Google, Allianz, Samsung, Microsoft, etc.).Avec des bureaux sur quatre continents et plus de 900 événements en huit ans, BeMyApp est le leader mondial de l’organisation de hackathons pour les clients de premier ordre qui cherchent à créer des solutions innovantes.Nous nous concentrons sur la création de relations entre les entreprises et les développeurs.Accélérer les idées innovantes est notre passion.POSTEAfin de développer nos activités dans la région du Moyen-Orient, nous cherchons à recruter un(e) Senior Sales Executive pouvant parler Arabe / Anglais minimum (Français serait un plus non négligeable) et basé dans notre bureau Parisien.Votre objectif sera d’accélérer la croissance de BeMyApp en identifiant et en convainquant les acteurs clés de haut niveau d’organiser des hackathons en appliquant la méthodologie BeMyApp.Le rôle consistera à trouver de nouveaux clients et à vendre nos prestations dans l’Union Européenne, Le Moyen Orient et l’Afrique (principalement en français, en arabe moderne standard et en anglais).Le développement de BeMyApp dans ces régions sera votre responsabilité et cette position s'adresse à une personne déterminée, dynamique, possédant un haut niveau de professionnalisme et d’autonomie.Liste des responsabilités (principales):Établir une base de données de clients en étroite collaboration avec notre directeur commercial EMEA via une recherche qualitativeIdentifier et trouver de nouveaux prospects au sein de sociétés de premier ordre en utilisant des e-mails ciblés pour les principaux décideurs / sponsorsDévelopper des comptes clients existants en faisant correspondre les besoins du client avec les différents éléments de notre offre pour adapter une solution sur mesureDéplacement pour des clients et conférences en Europe, Moyen Orient et AfriqueReporting et analyse de performance afin d'identifier les domaines de réussite et / ou d'améliorationParticipation active aux stratégies de vente à mettre en placePROFILUn minimum de 2 ans d'expérience de développement commercial acquis idéalement dans le recrutement, la vente de logiciels, ventes SaaS, ventes en agences Web OU toute autre position technique de vente d'un service en tant que solution pour des comptes clefsAvec un haut niveau de professionnalisme, vous êtes capable de travailler en équipe et de manière indépendanteOrganisé, avec un grand sens du détail, vous avez de très bonnes compétences en communicationUn véritable intérêt pour le secteur de la technologieMaîtrise du français (écrit, oral et lecture) préférableConnaissance courante de l'arabe moderne, écrit et oral obligatoireAnglais courant (écrit, oral et lecture) obligatoirePACKAGE€35k fixe + commission attractive (€15-20k la premiere année, 20-35k la deuxième)Bureau basé à Paris (11ème)Téléphone portable d’entrepriseOrdinateur d’entreprise (MacBook Pro)Tickets RestaurantsRepas d’entreprise tous les jeudis50% du Pass NavigoMutuelle d'entrepriseRejoignez une entreprise d'experts où le partage des connaissances, la diversité et la passion font partie intégrante de nos valeurs fondamentales.Si vous souhaitez rejoindre une équipe qui est prête à vous emmener plus loin, où votre talent est mis à l'épreuve et où vous bénéficierez d'un véritable plan de carrière offrant de multiples possibilités d'avancement, alors BeMyApp est fait pour vous.Type d'emploi : CDISalaire : 50 000,00€ à 70 000,00€ /anExpérience:gestion de grands comptes: 1 an (Requis)tech sales (software, SaaS, agence web ou recrutement tech): 2 ans (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:anglais courant (lu, parlé & écrit) (Requis)français (lu, parlé & écrit) (Requis)l'arabe moderne (lu, parlé & écrit) (Requis)",60000.0,5c87696462669d0f84099dba
2681,toulouse,TRIMANE,Stage,,"12/03/2019, 09:10:13",toulouse,Dev,"Fondée en 2005, TRIMANE est une société de services spécialisée dans la Business Intelligence & le Big Data. Nous nous sommes développés à travers l'idée qu'une société de services a en réalité deux clients : * Le client final, qui bénéficie de l'expertise des consultants, * Le consultant, qui au fur et à mesure des missions acquiert de nouvelles compétences. Pour réaliser cette idée, nous nous appuyons sur les valeurs suivantes : Honnêteté et transparence : Nous nous attachons à notre devoir de conseil auprès de nos clients en leur proposant les solutions les plus adaptées à leur besoin,Nous nous attachons à proposer à nos consultants des missions leur permettant de poursuivre l'évolution de carrière qu'ils souhaitent.Expertise : En plus des compétences sur différents outils du marché, nous apportons également à nos clients une expertise méthodologique forte dans le domaine de la BI.Convivialité et esprit d'équipe : Nous entretenons un solide esprit d'équipe et d'entraide entre nos collaborateurs. Ceci permet aux consultants d'accroître leurs compétences, et aux clients de bénéficier de meilleures prestations.D'avantage qu'une simple société de services, TRIMANE c'est, avant tout, la rencontre de personnes passionnées par leur métier qui ont envie d'avancer ensemble.

Nous recherchons aujourd'hui des consultants qui souhaitent nous faire partager leur expertise et s'investir dans une structure à taille humaine (95 personnes). Dans le cadre de développement de projets décisionnels, vous accompagnerez nos clients autour de la mise en place de solutions BI, vos missions principales consistent en : Analyse des besoins des utilisateurs et métiersRédaction des spécifications techniques et fonctionnellesConception du DWH (et Data Lake) et des DatamartsDéveloppement des flux d'alimentation et du reportingBâtir les stratégies de recette, mener les tests d'intégration technique et -fonctionnelle ainsi que leur validation par les référents métiers En fonction de votre expérience, vous serez également amené à intervenir sur les tâches suivantes : Participer aux phases de cadrageGestion de projetConseil et audit Ces projets vous amèneront à manipuler des outils tels que SAP BI, Informatica, Cognos, DataStage, Qlik, Lumira, Talend, Tableau Software, SAS, Microsoft BI, etc. Vous serez également amené à travailler sur des technologies Big Data.Vous êtes de formation ingénieur ou Bac + 5, et avez minimum une expérience significative dans la mise en œuvre de solution décisionnelle.Vous maîtrisez différents outils décisionnels (dont au moins un ETL, un outil OLAP et un outil de reporting) et êtes à l'aise avec les bases de données.",,5c87696562669d0f84099dbb
